video_id,video_titulo,comentario,idioma,data_coleta,comentario_limpo,sentimento,score,modelo_utilizado
VKf6NF0OD5A,The new and improved YouTube Studio is here,Sar help me please,en,2025-10-30,sar help me please,positivo,0.4153677821159363,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thnk u yutube,id,2025-10-30,thnk u yutube,negativo,0.25959399342536926,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Abonner,it,2025-10-30,abonner,negativo,0.24751850962638855,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Super ❤️,en,2025-10-30,super :red heart:,positivo,0.7272582054138184,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,supar video🎥,es,2025-10-30,supar video:movie camera:,neutro,0.2582587003707886,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Love,sl,2025-10-30,love,positivo,0.6595040559768677,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,thanks for the anausment,en,2025-10-30,thanks for the anausment,positivo,0.4344632625579834,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"The video is 2yrs old ,but it's only popping up my YouTube 😂 lol.....",en,2025-10-30,the video is yrs old but it s only popping up my youtube :face with tears of joy: lol,neutro,0.28724101185798645,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Really amazing features,en,2025-10-30,really amazing features,positivo,0.866705596446991,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Great,ro,2025-10-30,great,positivo,0.7410829067230225,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,YouTube nex 2022 and YouTube 2023 nice 👍 ❤,en,2025-10-30,youtube nex and youtube nice :thumbs up: :red heart:,positivo,0.42216038703918457,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Very expensive for  ads,da,2025-10-30,very expensive for ads,negativo,0.47369030117988586,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,YouTube Apne gyan ko sajha karne ka ek behtarin madhyam hai 🙏🙏,da,2025-10-30,youtube apne gyan ko sajha karne ka ek behtarin madhyam hai :folded hands::folded hands:,negativo,0.317369669675827,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,I hope I can become a creator Short,en,2025-10-30,i hope i can become a creator short,positivo,0.28116312623023987,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Halo guys,so,2025-10-30,halo guys,positivo,0.38911059498786926,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,hello every one 😍😘,en,2025-10-30,hello every one :smiling face with heart eyes::face blowing a kiss:,positivo,0.5213971734046936,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Trend video and new YouTube,en,2025-10-30,trend video and new youtube,positivo,0.5284829139709473,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,UCHM0FuUfQIDG-8buZAb3TAQ,so,2025-10-30,uchm fuufqidg buzab taq,negativo,0.37581539154052734,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Have A relax,en,2025-10-30,have a relax,positivo,0.36809253692626953,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks you 🙏,en,2025-10-30,thanks you :folded hands:,positivo,0.32650071382522583,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Pless sport,fr,2025-10-30,pless sport,positivo,0.39329856634140015,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,❤️❤️,en,2025-10-30,:red heart::red heart:,neutro,0.22421850264072418,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,My channel is suffering from low views and low subscribers,en,2025-10-30,my channel is suffering from low views and low subscribers,negativo,0.4794798195362091,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Sapot,tl,2025-10-30,sapot,neutro,0.24209125339984894,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Subscribe,ro,2025-10-30,subscribe,positivo,0.3380924165248871,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Hello,fi,2025-10-30,hello,positivo,0.5614452958106995,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Yo caundo canto subo vidies youtube tu canal🎤🎤😎😎,en,2025-10-30,yo caundo canto subo vidies youtube tu canal:microphone::microphone::smiling face with sunglasses::smiling face with sunglasses:,negativo,0.39988163113594055,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,HOLA🎤🎤😎😎,en,2025-10-30,hola:microphone::microphone::smiling face with sunglasses::smiling face with sunglasses:,neutro,0.3392311930656433,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,My YouTube studio doesn't have customize your channel how can I do,en,2025-10-30,my youtube studio doesn t have customize your channel how can i do,negativo,0.34474650025367737,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,YouTube zindabad ❤️❤️🙏🙏🙏,en,2025-10-30,youtube zindabad :red heart::red heart::folded hands::folded hands::folded hands:,negativo,0.4179288148880005,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Like and Subscribed...,et,2025-10-30,like and subscribed,positivo,0.5469691157341003,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"this video is the first i ever watched on this account
im lame",en,2025-10-30,this video is the first i ever watched on this account im lame,negativo,0.7635219097137451,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Earningdhan,en,2025-10-30,earningdhan,positivo,0.262662798166275,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,YouTube TV 900000 likes Michael Taylor Brown loves YouTubePG YouTubePG is going to win this year,en,2025-10-30,youtube tv likes michael taylor brown loves youtubepg youtubepg is going to win this year,positivo,0.6156063675880432,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Nice :),pl,2025-10-30,nice :,positivo,0.4208400547504425,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Soy el comentario español que estabas buscando!! HOLAA 👋👋,en,2025-10-30,soy el comentario español que estabas buscando holaa :waving hand::waving hand:,negativo,0.29585033655166626,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Wow Very nice 🌺🌻🌷👍,en,2025-10-30,wow very nice :hibiscus::sunflower::tulip::thumbs up:,positivo,0.6691485643386841,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Deve stare molto attento con colore lila Dizionario  delle lingue, stai attento o attenta quando metti colore lila",it,2025-10-30,deve stare molto attento con colore lila dizionario delle lingue stai attento o attenta quando metti colore lila,neutro,0.39603543281555176,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Aveti bloccato telegramma per Caso?,it,2025-10-30,aveti bloccato telegramma per caso,negativo,0.6072052121162415,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,it's best for us. so help me,en,2025-10-30,it s best for us so help me,positivo,0.4442179501056671,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,💝💝,en,2025-10-30,:heart with ribbon::heart with ribbon:,positivo,0.26520034670829773,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Good update,hr,2025-10-30,good update,positivo,0.48279041051864624,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,thank you🥰🥰🥰🥰,en,2025-10-30,thank you:smiling face with hearts::smiling face with hearts::smiling face with hearts::smiling face with hearts:,positivo,0.46078330278396606,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Excellent and worthy production 👍 👌,en,2025-10-30,excellent and worthy production :thumbs up: :ok hand:,positivo,0.6026031374931335,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Pershdndeteje YouTube Creator Kam Nje Problem e ter Prona e ime Keqperdoret ne Jutube nga Disa Te Ashtu Quejtura Produksione pa lejen time pa Kontrat me Mua si Kengetar dhe Si Autor i Qindra Kengeve e kto Jan Kola Comerc  Ardi e shum tjera Nuk ua kam Dhan Te Drejten Per jutube dhe un si autor dhe esht pron e imja e Artit Muzikor ata marin pare nga jutube ne te zezen ilegalisht nga jutube dhe kan edhe perkrahs ketu ne Kosovo ju kisha lutur per ndihm ose per ndryshe jam i Detyruar te Shkoj me Gjygj ne Baza ligjore por ju tregoj se kta manipulues qe e keqperdorin pronen time Fotot dhe videot po ashtu edhe jutuben e keqperdrin duke mar para ilegalisht nga prona ime,sq,2025-10-30,pershdndeteje youtube creator kam nje problem e ter prona e ime keqperdoret ne jutube nga disa te ashtu quejtura produksione pa lejen time pa kontrat me mua si kengetar dhe si autor i qindra kengeve e kto jan kola comerc ardi e shum tjera nuk ua kam dhan te drejten per jutube dhe un si autor dhe esht pron e imja e artit muzikor ata marin pare nga jutube ne te zezen ilegalisht nga jutube dhe kan edhe perkrahs ketu ne kosovo ju kisha lutur per ndihm ose per ndryshe jam i detyruar te shkoj me gjygj ne baza ligjore por ju tregoj se kta manipulues qe e keqperdorin pronen time fotot dhe videot po ashtu edhe jutuben e keqperdrin duke mar para ilegalisht nga prona ime,negativo,0.6128072142601013,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,ayolah tembus 10 juta subcriber,id,2025-10-30,ayolah tembus juta subcriber,negativo,0.3106384575366974,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Alhamdulillah lebih mudah dalam berantraksi dengan YouTube studio,id,2025-10-30,alhamdulillah lebih mudah dalam berantraksi dengan youtube studio,positivo,0.28311461210250854,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,good app,cy,2025-10-30,good app,positivo,0.533740222454071,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thank you so much 😊,en,2025-10-30,thank you so much :smiling face with smiling eyes:,positivo,0.6914097666740417,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Creator महोदय।। चैनल केसे grow होगा इस संबंध में भी सलाह प्रदान करे,en,2025-10-30,creator grow,positivo,0.568282425403595,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,its nice youtube 😍,en,2025-10-30,its nice youtube :smiling face with heart eyes:,positivo,0.42413797974586487,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,I like the app version,sq,2025-10-30,i like the app version,positivo,0.5147275924682617,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Nice...,pl,2025-10-30,nice,positivo,0.4368410110473633,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,I dont care how many peoples said or will say it the store Clark which didn't snitch is a real one truly the gigachad of all time.,en,2025-10-30,i dont care how many peoples said or will say it the store clark which didn t snitch is a real one truly the gigachad of all time,positivo,0.7506680488586426,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Good information,en,2025-10-30,good information,positivo,0.5206138491630554,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,sangat berguna dan bermanfaat bagi kreator,id,2025-10-30,sangat berguna dan bermanfaat bagi kreator,positivo,0.6791751980781555,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thank,en,2025-10-30,thank,positivo,0.5598815083503723,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Also why can’t I post videos using my iPad,en,2025-10-30,also why can t i post videos using my ipad,negativo,0.28179091215133667,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"All these calamities that are going on aground the world is going to lead to a Sunday law which will be the MARK of The BEAST, Those that keep Gods seventh day sabbath will be persecuted and prohibited from buying and selling, Jesus is coming soon.",en,2025-10-30,all these calamities that are going on aground the world is going to lead to a sunday law which will be the mark of the beast those that keep gods seventh day sabbath will be persecuted and prohibited from buying and selling jesus is coming soon,negativo,0.44035395979881287,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,But i still dont get views duhh.. ^-^ °~° •-♤,fr,2025-10-30,but i still dont get views duhh,neutro,0.46190109848976135,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Nice Update👍,en,2025-10-30,nice update:thumbs up:,positivo,0.4972182512283325,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,accesible a telèfons i tauletes. tantes estones compartint música i mes per les xarxes. Estones molt agradables.,ca,2025-10-30,accesible a telèfons i tauletes tantes estones compartint música i mes per les xarxes estones molt agradables,positivo,0.5422912240028381,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Hadir,so,2025-10-30,hadir,neutro,0.22584432363510132,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,happened to the SAVE button?? I don't really want SAVE AS NEW. I just want to trim a video and SAVE the changes.,en,2025-10-30,happened to the save button i don t really want save as new i just want to trim a video and save the changes,neutro,0.3242742717266083,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"John 3:16
“For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.”",en,2025-10-30,john : for god so loved the world that he gave his only begotten son that whosoever believeth in him should not perish but have everlasting life,positivo,0.7197351455688477,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Absolutely fantastic ,en,2025-10-30,absolutely fantastic,positivo,0.9503821730613708,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Keren dan mantap👍👍👍,id,2025-10-30,keren dan mantap:thumbs up::thumbs up::thumbs up:,neutro,0.29848626255989075,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Great  to  learned for  more knowledge , Thanks  YOUTUBE CREATORS",en,2025-10-30,great to learned for more knowledge thanks youtube creators,positivo,0.6360695958137512,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Your Update is Amazing...❤️,en,2025-10-30,your update is amazing :red heart:,positivo,0.6811607480049133,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Baru tahu,id,2025-10-30,baru tahu,positivo,0.5714825391769409,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Amazing 👍👍👍,en,2025-10-30,amazing :thumbs up::thumbs up::thumbs up:,positivo,0.7723057270050049,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Nice ♥️,en,2025-10-30,nice :heart suit:,positivo,0.44162067770957947,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thank you yahh......yes,so,2025-10-30,thank you yahh yes,positivo,0.3284011781215668,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Youtube ❣️,en,2025-10-30,youtube :heart exclamation:,negativo,0.30676716566085815,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,This is informative thanks,en,2025-10-30,this is informative thanks,positivo,0.4642740786075592,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Subscribe Welcome Vietnam's,en,2025-10-30,subscribe welcome vietnam s,positivo,0.5760902762413025,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,How to viral short videos,en,2025-10-30,how to viral short videos,negativo,0.40632346272468567,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Its excellent 👍,en,2025-10-30,its excellent :thumbs up:,positivo,0.6878538727760315,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Tnx yutube creator,en,2025-10-30,tnx yutube creator,positivo,0.41813525557518005,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Very nice :) Like for you :) Have a great day,en,2025-10-30,very nice : like for you : have a great day,positivo,0.6176282167434692,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Very Informative video.,en,2025-10-30,very informative video,positivo,0.4753483831882477,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,nice,pl,2025-10-30,nice,positivo,0.4368410110473633,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Muito bom mesmo. Obrigado YouTube. Um prazer em postar vídeos.,pt,2025-10-30,muito bom mesmo obrigado youtube um prazer em postar vídeos,positivo,0.6169560551643372,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"I'm never bored, I see your content, it's very helpful, thank you",en,2025-10-30,i m never bored i see your content it s very helpful thank you,positivo,0.7387322187423706,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Bao giờ cho kênh của mình có được 1 triệu sub???,vi,2025-10-30,bao gi cho kênh c a mình có c tri u sub,positivo,0.2589152157306671,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,একটা গান ৩/৪ বার শুনলে বিরক্ত লেগে যায় ।। কিন্তু আযান শুনলে মন ভাল হয়ে যায়   🥰🥰।। সুবাহানআল্লাহ ❤❤,en,2025-10-30,:smiling face with hearts::smiling face with hearts: :red heart::red heart:,negativo,0.23979224264621735,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"wow, just wow.",pl,2025-10-30,wow just wow,positivo,0.744029700756073,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Good job, thanks",so,2025-10-30,good job thanks,positivo,0.4919225573539734,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,very beutiful youtube sistem,en,2025-10-30,very beutiful youtube sistem,negativo,0.3310870826244354,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,That is a good idea,en,2025-10-30,that is a good idea,neutro,0.40039023756980896,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,S NaturalNatural good luck always for everyone,en,2025-10-30,s naturalnatural good luck always for everyone,positivo,0.4553759694099426,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Love you,cs,2025-10-30,love you,positivo,0.838188648223877,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Hello 👋 there,en,2025-10-30,hello :waving hand: there,negativo,0.31731778383255005,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"I'm from Indonesia, I really want to be a video creator, always success, all of you, who is enthusiastic with a strong determination will definitely get the results",en,2025-10-30,i m from indonesia i really want to be a video creator always success all of you who is enthusiastic with a strong determination will definitely get the results,positivo,0.7510275840759277,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,help me plz,nl,2025-10-30,help me plz,positivo,0.5144338607788086,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Selamat pagi 
Hadir.  ....& nyimak bos",id,2025-10-30,selamat pagi hadir nyimak bos,negativo,0.7050992250442505,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Tuyệt vời,vi,2025-10-30,tuy t v i,neutro,0.34539762139320374,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Bantu youtube, good youtube",id,2025-10-30,bantu youtube good youtube,positivo,0.42687174677848816,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,This halp your tq,en,2025-10-30,this halp your tq,positivo,0.3802250921726227,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Terima kasih informasinya👍👍,id,2025-10-30,terima kasih informasinya:thumbs up::thumbs up:,negativo,0.49254560470581055,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Bermanfaat,id,2025-10-30,bermanfaat,positivo,0.3640829026699066,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thank you i love youTube💋♥️,en,2025-10-30,thank you i love youtube:kiss mark::heart suit:,positivo,0.7527889609336853,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Fighting 💪💪💪💪,en,2025-10-30,fighting :flexed biceps::flexed biceps::flexed biceps::flexed biceps:,neutro,0.2697581946849823,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,amar i d,sv,2025-10-30,amar i d,positivo,0.2797125279903412,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,👁️👄👁️?,en,2025-10-30,:eye::mouth::eye:,neutro,0.289999395608902,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Wow 😳 nice video 📸,en,2025-10-30,wow :flushed face: nice video :camera with flash:,positivo,0.4761100709438324,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,why my video don't have views,en,2025-10-30,why my video don t have views,negativo,0.5157840251922607,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Tuyệt vời quá xin cảm ơn,vi,2025-10-30,tuy t v i quá xin c m n,negativo,0.3139893412590027,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Good job, thanks 👍🏻🥇🏆",en,2025-10-30,good job thanks :thumbs up light skin tone:: st place medal::trophy:,positivo,0.5829426050186157,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,bantu 1000 gus,id,2025-10-30,bantu gus,neutro,0.2840408384799957,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Yay I can create my thumbnail 😊😊😊,en,2025-10-30,yay i can create my thumbnail :smiling face with smiling eyes::smiling face with smiling eyes::smiling face with smiling eyes:,positivo,0.30632418394088745,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,This is going to be helpful😇,en,2025-10-30,this is going to be helpful:smiling face with halo:,positivo,0.4008895754814148,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Todo sirve ✌️,en,2025-10-30,todo sirve :victory hand:,positivo,0.567584216594696,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Good #####,so,2025-10-30,good,positivo,0.496963232755661,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,يوتيبو وعندهم اربع ملايين حتى ابو فله اكثر😭,en,2025-10-30,:loudly crying face:,negativo,0.36834877729415894,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Sounds great 👌,en,2025-10-30,sounds great :ok hand:,positivo,0.44393253326416016,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,I can't get any notifications from my channel 😕,en,2025-10-30,i can t get any notifications from my channel :confused face:,negativo,0.574671745300293,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,♥️♥️♥️🤩❤️,en,2025-10-30,:heart suit::heart suit::heart suit::star struck::red heart:,positivo,0.32200315594673157,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,i love,sl,2025-10-30,i love,positivo,0.7596663236618042,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Make pakistani channel plzzzz,sw,2025-10-30,make pakistani channel plzzzz,negativo,0.2567484974861145,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,cảm ơn sự chia sẻ của bạn.,vi,2025-10-30,c m n s chia s c a b n,negativo,0.26760831475257874,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,👌👌,sv,2025-10-30,:ok hand::ok hand:,neutro,0.45086270570755005,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,so good aply very important on youtuber,en,2025-10-30,so good aply very important on youtuber,positivo,0.6811949610710144,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Thank you for the information, it is very helpful for my channel. don't forget to support the content of teacher hendi fikri, S.Pd",en,2025-10-30,thank you for the information it is very helpful for my channel don t forget to support the content of teacher hendi fikri s pd,positivo,0.6211320161819458,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,That’s good but I need subscribers now,en,2025-10-30,that s good but i need subscribers now,neutro,0.5543668866157532,nlptown/bert-base-multilingual-uncased-sentiment
